,年,月,日,平均気温,最高気温,最低気温,日照時間
29,2018,4,30,19.2,24.1,14.9,5.1
0,2018,5,1,21.8,29.5,14.0,11.8
1,2018,5,2,19.5,21.3,18.4,0.0
2,2018,5,3,18.5,24.0,13.2,1.9
3,2018,5,4,15.1,20.5,12.2,8.8
4,2018,5,5,18.8,25.0,11.9,11.2
5,2018,5,6,18.9,27.7,13.2,5.8
6,2018,5,7,17.1,18.6,15.0,0.0
7,2018,5,8,16.9,18.9,14.3,0.0
8,2018,5,9,15.6,19.8,12.7,3.6
9,2018,5,10,14.1,19.5,10.0,8.8
10,2018,5,11,16.5,25.8,8.0,12.2
11,2018,5,12,19.6,27.2,12.4,10.8
12,2018,5,13,17.8,18.8,16.8,0.0
13,2018,5,14,20.7,26.0,16.3,11.1
14,2018,5,15,22.3,30.4,13.7,12.0
15,2018,5,16,23.8,30.5,17.5,8.0
16,2018,5,17,24.7,29.2,20.1,2.7
17,2018,5,18,24.5,29.1,21.1,0.6
18,2018,5,19,16.4,23.1,13.8,1.9
19,2018,5,20,18.2,23.9,13.4,10.8
20,2018,5,21,21.1,27.9,15.2,11.9
21,2018,5,22,21.5,28.4,14.4,13.1
22,2018,5,23,19.0,20.6,17.9,0.0
23,2018,5,24,21.6,28.4,17.1,13.3
24,2018,5,25,23.6,31.8,15.9,11.4
25,2018,5,26,23.7,29.7,19.4,6.1
26,2018,5,27,23.7,29.9,16.5,10.3
27,2018,5,28,23.9,27.4,20.5,1.0
28,2018,5,29,23.8,28.5,20.9,1.4
29,2018,5,30,20.2,22.6,16.9,0.0
30,2018,5,31,18.5,21.3,16.3,0.0
0,2018,6,1,20.1,25.9,16.2,9.2
1,2018,6,2,21.9,29.8,14.0,13.6
2,2018,6,3,23.8,29.9,16.9,10.3
3,2018,6,4,24.8,31.3,18.9,11.4
4,2018,6,5,22.7,26.8,18.4,3.6
5,2018,6,6,19.9,21.2,18.5,0.0
6,2018,6,7,24.0,29.1,19.4,5.7
7,2018,6,8,23.5,25.5,22.3,0.3
8,2018,6,9,23.5,28.3,19.7,8.4
9,2018,6,10,21.3,24.4,17.9,0.0
10,2018,6,11,22.9,28.1,20.4,0.1
11,2018,6,12,21.4,25.5,18.8,2.1
12,2018,6,13,20.2,24.6,17.4,4.7
13,2018,6,14,21.1,26.8,15.4,8.1
14,2018,6,15,19.6,23.4,17.4,0.0
15,2018,6,16,20.3,26.5,16.2,12.3
16,2018,6,17,22.2,28.6,14.8,9.8
17,2018,6,18,23.3,27.1,20.9,2.0
18,2018,6,19,23.2,27.0,20.1,1.6
19,2018,6,20,22.0,24.0,20.5,0.0
20,2018,6,21,23.5,28.3,20.5,2.8
21,2018,6,22,24.3,31.3,17.5,10.1
22,2018,6,23,21.4,24.5,19.7,0.0
23,2018,6,24,24.7,31.7,19.5,7.3
24,2018,6,25,27.3,34.8,20.7,12.6
25,2018,6,26,27.4,33.2,21.7,9.2
26,2018,6,27,28.6,32.3,26.4,4.2
27,2018,6,28,28.6,32.3,25.8,2.0
28,2018,6,29,26.1,31.2,22.6,0.2
29,2018,6,30,27.7,34.6,23.1,4.5
0,2018,7,1,29.4,34.9,24.8,6.0
1,2018,7,2,28.2,34.6,25.3,4.3
2,2018,7,3,28.3,33.6,24.3,3.6
3,2018,7,4,27.0,28.7,25.5,0.0
4,2018,7,5,24.4,26.4,22.2,0.0
5,2018,7,6,23.4,24.6,22.1,0.0
6,2018,7,7,24.1,26.0,23.4,0.0
7,2018,7,8,27.6,33.5,22.8,5.0
8,2018,7,9,28.1,33.9,24.5,7.6
9,2018,7,10,29.5,35.9,24.3,10.2
10,2018,7,11,29.3,34.2,24.1,6.8
11,2018,7,12,29.1,33.4,26.0,1.2
12,2018,7,13,29.7,34.7,25.4,8.0
13,2018,7,14,31.3,38.5,25.4,13.3
14,2018,7,15,32.3,38.7,26.1,13.3
15,2018,7,16,32.5,38.5,27.5,8.9
16,2018,7,17,32.4,38.1,28.0,7.7
17,2018,7,18,32.2,39.1,27.3,11.3
18,2018,7,19,32.3,39.8,26.1,13.0
19,2018,7,20,31.9,38.6,28.5,8.4
20,2018,7,21,32.0,37.7,28.3,9.4
21,2018,7,22,32.4,38.2,26.9,12.2
22,2018,7,23,32.5,38.7,27.8,10.3
23,2018,7,24,31.5,37.7,27.2,13.0
24,2018,7,25,31.4,38.5,25.0,11.5
25,2018,7,26,31.8,37.0,28.7,5.7
26,2018,7,27,30.4,35.8,26.9,5.4
27,2018,7,28,29.1,34.1,26.4,2.5
28,2018,7,29,28.1,32.1,25.3,3.0
29,2018,7,30,29.7,34.5,26.4,7.4
30,2018,7,31,30.9,36.3,26.9,10.2
0,2018,8,1,31.2,37.2,25.8,11.6
1,2018,8,2,30.8,37.7,26.8,7.9
2,2018,8,3,31.4,38.9,25.5,7.6
3,2018,8,4,31.1,37.7,25.0,3.8
4,2018,8,5,32.1,39.5,25.9,10.1
5,2018,8,6,31.3,36.1,28.2,7.9
6,2018,8,7,29.0,34.8,25.3,5.5
7,2018,8,8,27.0,31.7,23.8,3.8
8,2018,8,9,28.1,32.5,25.7,2.6
9,2018,8,10,29.4,34.6,26.2,1.5
10,2018,8,11,30.7,37.0,25.9,6.8
11,2018,8,12,31.0,37.3,27.4,2.6
12,2018,8,13,29.9,37.9,26.7,6.0
13,2018,8,14,30.6,36.7,26.1,7.5
14,2018,8,15,29.4,32.5,27.3,0.5
15,2018,8,16,27.8,30.6,25.2,0.3
16,2018,8,17,25.1,29.7,21.8,12.2
17,2018,8,18,25.5,32.7,18.6,12.0
18,2018,8,19,26.7,31.7,22.4,10.5
19,2018,8,20,27.4,32.6,23.4,7.9
20,2018,8,21,30.5,35.6,27.7,6.4
21,2018,8,22,31.7,38.0,27.7,12.0
22,2018,8,23,29.0,31.9,25.6,3.4
23,2018,8,24,29.6,33.8,25.5,3.9
24,2018,8,25,30.5,34.8,28.2,6.9
25,2018,8,26,30.7,36.6,26.7,9.7
26,2018,8,27,30.0,36.4,25.9,8.5
27,2018,8,28,29.0,33.2,25.3,1.2
28,2018,8,29,29.9,36.2,25.7,9.3
29,2018,8,30,29.6,35.1,25.7,7.6
30,2018,8,31,28.2,33.7,24.2,2.4
0,2018,9,1,25.3,27.1,23.2,0.0
1,2018,9,2,25.6,31.3,22.4,4.5
2,2018,9,3,27.6,32.6,22.4,7.2
3,2018,9,4,27.0,31.5,24.4,1.1
4,2018,9,5,26.9,32.4,22.3,7.8
5,2018,9,6,25.8,29.9,22.3,2.1
6,2018,9,7,25.8,28.9,23.0,0.1
7,2018,9,8,23.3,24.9,21.2,0.0
8,2018,9,9,24.3,27.2,22.3,0.5
9,2018,9,10,23.1,26.8,21.3,0.3
10,2018,9,11,24.0,28.0,20.1,5.0
11,2018,9,12,22.6,24.6,21.2,0.0
12,2018,9,13,23.6,26.8,21.2,1.3
13,2018,9,14,22.5,24.6,21.3,0.0
14,2018,9,15,24.1,27.0,21.5,0.0
15,2018,9,16,26.6,31.1,23.1,2.7
16,2018,9,17,25.0,28.4,21.9,1.1
17,2018,9,18,24.3,29.2,20.4,6.1
18,2018,9,19,24.2,30.4,19.8,10.7
19,2018,9,20,20.0,21.9,18.6,0.0
20,2018,9,21,21.8,24.2,20.1,0.0
21,2018,9,22,24.1,28.9,20.5,5.3
22,2018,9,23,22.8,27.0,18.5,3.1
23,2018,9,24,23.7,28.7,19.3,3.9
24,2018,9,25,21.6,24.1,20.0,0.1
25,2018,9,26,20.1,25.3,17.4,2.8
26,2018,9,27,19.4,24.0,17.0,0.8
27,2018,9,28,20.9,28.2,15.4,11.1
28,2018,9,29,18.9,20.1,16.9,0.0
29,2018,9,30,23.4,25.8,19.9,0.0
0,2018,1,1,22.0,25.9,17.0,9.5
1,2018,1,2,19.7,25.9,14.5,7.8
2,2018,1,3,21.0,27.6,15.8,8.8
3,2018,1,4,19.8,21.6,17.0,0.0
4,2018,1,5,23.6,26.0,21.1,0.0
5,2018,1,6,26.5,29.9,23.8,2.5
6,2018,1,7,23.9,27.5,19.9,2.3
7,2018,1,8,22.4,28.3,18.4,10.3
8,2018,1,9,21.6,28.1,17.4,9.4
9,2018,1,10,20.4,22.9,18.5,0.5
10,2018,1,11,19.0,20.2,17.8,0.0
11,2018,1,12,17.5,21.6,13.8,4.0
12,2018,1,13,17.3,21.9,12.6,3.4
13,2018,1,14,18.9,24.5,15.5,3.1
14,2018,1,15,18.8,23.6,16.1,4.7
15,2018,1,16,18.5,22.8,14.9,2.4
16,2018,1,17,18.6,22.8,15.7,7.9
17,2018,1,18,18.1,24.0,13.4,9.5
18,2018,1,19,18.1,24.1,13.6,8.1
19,2018,1,20,16.1,21.2,12.0,4.8
20,2018,1,21,15.6,23.1,10.0,10.5
21,2018,1,22,17.3,24.0,11.1,8.7
22,2018,1,23,17.7,20.2,15.0,0.2
23,2018,1,24,18.1,22.9,13.5,5.8
24,2018,1,25,15.9,22.3,11.1,9.4
25,2018,1,26,17.8,25.3,10.6,8.1
26,2018,1,27,17.5,22.8,12.4,1.9
27,2018,1,28,15.0,21.3,10.2,10.4
28,2018,1,29,15.2,21.7,10.9,7.0
29,2018,1,30,15.3,20.7,11.9,6.9
30,2018,1,31,13.2,18.0,10.7,2.8
0,2018,1,1,12.5,17.3,9.2,2.5
1,2018,1,2,12.9,17.6,9.1,2.1
2,2018,1,3,14.2,20.6,9.9,9.3
3,2018,1,4,15.3,18.9,11.6,1.6
4,2018,1,5,17.0,23.1,11.8,5.6
5,2018,1,6,18.0,23.4,15.4,6.1
6,2018,1,7,17.1,22.6,13.0,8.2
7,2018,1,8,18.0,23.9,12.3,8.2
8,2018,1,9,19.2,21.9,17.1,0.0
9,2018,1,10,16.8,21.1,11.5,6.8
10,2018,1,11,14.4,21.2,9.7,9.6
11,2018,1,12,15.2,18.8,11.8,2.0
12,2018,1,13,15.2,19.0,12.2,1.8
13,2018,1,14,12.4,15.4,9.7,1.5
14,2018,1,15,12.0,17.6,7.5,7.0
15,2018,1,16,12.9,18.1,7.4,5.3
16,2018,1,17,14.2,18.9,10.4,5.1
17,2018,1,18,13.6,19.0,8.5,7.3
18,2018,1,19,13.0,15.0,9.7,0.1
19,2018,1,20,11.1,15.3,7.9,6.5
20,2018,1,21,10.9,16.1,6.0,6.9
21,2018,1,22,11.2,14.9,8.3,1.4
22,2018,1,23,8.5,11.9,5.8,5.3
23,2018,1,24,7.8,13.2,3.8,3.8
24,2018,1,25,10.2,16.3,4.9,5.5
25,2018,1,26,11.5,16.3,7.1,3.5
26,2018,1,27,13.5,19.1,8.6,7.6
27,2018,1,28,14.0,18.7,10.3,4.0
28,2018,1,29,11.8,16.7,8.1,5.2
29,2018,1,30,10.3,16.1,6.1,4.1
0,2018,1,1,11.5,17.1,7.4,4.1
1,2018,1,2,11.7,17.2,6.7,8.4
2,2018,1,3,14.8,17.2,12.2,0.1
3,2018,1,4,18.2,22.7,14.9,2.2
4,2018,1,5,14.7,18.9,10.3,3.7
5,2018,1,6,12.2,14.4,10.1,0.0
6,2018,1,7,11.1,15.4,7.0,0.1
7,2018,1,8,7.0,10.6,3.6,6.6
8,2018,1,9,4.8,7.9,2.7,4.0
9,2018,1,10,5.1,8.6,3.0,0.9
10,2018,1,11,6.8,11.6,1.3,2.3
11,2018,1,12,8.9,12.7,5.4,3.7
12,2018,1,13,6.8,10.1,4.0,3.8
13,2018,1,14,5.6,8.6,3.8,5.6
14,2018,1,15,5.1,8.2,2.7,1.8
15,2018,1,16,5.4,9.6,0.6,2.7
16,2018,1,17,8.8,13.4,6.3,3.7
17,2018,1,18,7.4,11.7,4.9,5.8
18,2018,1,19,7.5,12.6,2.4,7.5
19,2018,1,20,8.4,10.9,5.8,0.2
20,2018,1,21,9.4,14.6,4.2,8.4
21,2018,1,22,11.2,14.5,8.8,0.1
22,2018,1,23,11.0,14.8,7.0,1.1
23,2018,1,24,7.6,11.3,3.4,7.8
24,2018,1,25,5.6,11.2,1.0,9.1
25,2018,1,26,7.4,10.5,4.2,0.3
26,2018,1,27,7.6,10.8,4.4,4.6
27,2018,1,28,2.7,5.9,0.4,4.3
28,2018,1,29,2.6,6.7,0.0,5.1
29,2018,1,30,3.4,7.3,1.0,6.0
30,2018,1,31,3.8,7.0,1.9,0.5
0,2019,1,1,5.2,10.1,0.6,6.8
1,2019,1,2,5.1,8.5,2.5,3.8
2,2019,1,3,4.2,8.4,0.9,3.9
3,2019,1,4,5.2,10.1,0.7,8.2
4,2019,1,5,7.1,11.3,5.3,1.3
5,2019,1,6,5.2,7.8,3.5,1.7
6,2019,1,7,5.0,9.2,0.9,5.6
7,2019,1,8,6.1,11.9,1.6,4.9
8,2019,1,9,3.7,6.2,0.9,1.9
9,2019,1,10,3.1,5.9,-0.9,0.2
10,2019,1,11,6.0,11.0,3.0,4.2
11,2019,1,12,4.7,7.9,2.3,0.2
12,2019,1,13,5.4,11.4,2.0,5.0
13,2019,1,14,6.0,12.1,2.2,7.5
14,2019,1,15,5.1,7.8,1.8,0.0
15,2019,1,16,5.7,9.2,3.2,6.7
16,2019,1,17,6.0,11.1,1.6,6.2
17,2019,1,18,5.1,8.4,2.3,3.6
18,2019,1,19,5.6,11.9,0.7,7.5
19,2019,1,20,6.6,9.2,5.0,0.2
20,2019,1,21,5.7,9.6,3.4,3.2
21,2019,1,22,5.7,9.6,2.6,4.8
22,2019,1,23,6.1,12.0,1.0,3.9
23,2019,1,24,5.4,7.9,3.4,3.6
24,2019,1,25,5.4,9.1,1.8,3.9
25,2019,1,26,2.4,6.5,0.1,5.2
26,2019,1,27,3.1,7.4,-0.2,3.7
27,2019,1,28,4.0,8.1,0.6,0.0
28,2019,1,29,4.3,7.8,1.8,3.3
29,2019,1,30,5.1,11.7,0.3,9.8
30,2019,1,31,5.0,6.3,3.7,0.0
0,2019,2,1,3.8,7.8,1.6,5.8
1,2019,2,2,5.5,12.9,0.2,8.9
2,2019,2,3,6.1,10.5,1.6,1.5
3,2019,2,4,9.2,12.7,4.9,2.5
4,2019,2,5,7.2,12.7,3.0,9.2
5,2019,2,6,8.3,13.4,6.0,4.0
6,2019,2,7,10.4,14.2,6.5,1.8
7,2019,2,8,5.7,9.2,2.9,0.8
8,2019,2,9,4.2,7.9,1.9,0.6
9,2019,2,10,3.1,5.6,1.3,3.9
10,2019,2,11,3.6,5.3,1.9,0.0
11,2019,2,12,5.4,8.5,3.4,4.0
12,2019,2,13,6.0,11.3,3.1,5.7
13,2019,2,14,3.8,6.2,1.5,1.1
14,2019,2,15,3.7,7.1,-0.4,1.3
15,2019,2,16,6.4,11.5,4.1,4.3
16,2019,2,17,4.9,8.7,1.9,4.8
17,2019,2,18,5.8,12.7,0.0,9.1
18,2019,2,19,8.9,11.2,6.3,0.0
19,2019,2,20,11.3,15.7,8.0,0.6
20,2019,2,21,7.6,9.0,6.5,0.0
21,2019,2,22,8.6,13.5,5.4,4.8
22,2019,2,23,8.4,12.5,4.2,5.5
23,2019,2,24,7.9,15.1,2.1,8.7
24,2019,2,25,10.2,18.0,4.2,7.6
25,2019,2,26,9.0,13.7,4.8,10.4
26,2019,2,27,8.2,13.4,2.8,2.8
27,2019,2,28,10.1,12.0,8.7,0.0
0,2019,3,1,9.6,14.9,5.9,6.8
1,2019,3,2,8.5,15.5,3.2,9.5
2,2019,3,3,8.7,10.3,6.7,0.0
3,2019,3,4,9.3,12.1,7.5,0.0
4,2019,3,5,10.8,16.7,4.9,9.8
5,2019,3,6,10.6,16.5,8.0,1.2
6,2019,3,7,8.8,12.6,3.4,1.8
7,2019,3,8,6.1,10.8,2.8,8.4
8,2019,3,9,8.4,15.9,0.9,10.8
9,2019,3,10,10.5,13.2,6.7,0.0
10,2019,3,11,11.0,14.6,7.4,0.8
11,2019,3,12,9.6,16.4,4.4,5.2
12,2019,3,13,7.3,11.7,3.0,2.2
13,2019,3,14,5.5,9.6,1.9,4.1
14,2019,3,15,8.0,15.6,1.2,10.0
15,2019,3,16,7.0,12.4,3.3,4.3
16,2019,3,17,5.8,11.9,3.1,2.6
17,2019,3,18,8.1,15.1,1.2,9.8
18,2019,3,19,11.1,15.1,7.7,0.2
19,2019,3,20,13.3,21.2,5.5,8.9
20,2019,3,21,15.6,20.4,11.3,0.7
21,2019,3,22,11.1,16.7,7.2,1.5
22,2019,3,23,7.3,11.6,3.0,2.2
23,2019,3,24,7.1,12.1,2.8,4.6
24,2019,3,25,9.5,14.8,3.1,4.9
25,2019,3,26,11.7,18.6,6.0,7.3
26,2019,3,27,13.5,19.9,5.8,9.4
27,2019,3,28,11.7,15.6,6.3,3.8
28,2019,3,29,11.0,17.1,5.9,7.6
29,2019,3,30,11.8,15.4,10.0,0.1
30,2019,3,31,9.8,13.5,7.0,6.5
0,2019,4,1,7.3,11.5,4.2,5.2
1,2019,4,2,5.9,10.8,2.3,6.9
2,2019,4,3,6.6,12.6,2.2,8.2
3,2019,4,4,9.9,17.2,2.2,11.8
4,2019,4,5,13.7,21.1,6.1,11.1
5,2019,4,6,14.8,21.3,9.3,10.2
6,2019,4,7,15.5,23.9,8.8,9.4
7,2019,4,8,13.9,19.8,9.7,8.2
8,2019,4,9,11.6,16.4,7.4,11.3
9,2019,4,10,9.1,10.6,5.9,0.0
10,2019,4,11,10.1,14.1,7.6,3.5
11,2019,4,12,11.0,16.7,6.8,8.1
12,2019,4,13,12.5,19.5,5.5,10.1
13,2019,4,14,12.5,15.8,9.9,0.3
14,2019,4,15,13.1,17.2,8.3,9.0
15,2019,4,16,14.1,22.6,5.3,11.8
16,2019,4,17,15.1,21.8,11.1,3.0
17,2019,4,18,17.0,24.6,10.0,10.4
18,2019,4,19,15.7,22.1,11.0,2.8
19,2019,4,20,16.2,24.9,8.1,12.4
20,2019,4,21,19.8,26.8,14.1,5.1
21,2019,4,22,19.8,26.5,14.2,10.1
22,2019,4,23,19.6,26.6,12.1,7.6
23,2019,4,24,19.8,22.7,18.6,0.0
24,2019,4,25,19.7,22.9,17.1,0.2
25,2019,4,26,17.1,24.2,12.6,1.0
26,2019,4,27,11.3,15.1,8.1,7.0
27,2019,4,28,12.2,18.4,5.9,6.3
28,2019,4,29,14.0,18.1,11.1,0.0
29,2019,4,30,16.9,20.1,12.0,0.0
0,2019,5,1,16.9,19.0,15.7,0.0
1,2019,5,2,18.3,24.0,13.8,8.4
2,2019,5,3,19.1,26.6,13.4,6.1
3,2019,5,4,19.3,27.5,11.9,13.1
4,2019,5,5,19.9,28.4,12.5,11.2
5,2019,5,6,18.3,26.2,12.7,8.4
6,2019,5,7,13.7,19.1,9.2,13.2
7,2019,5,8,15.6,24.6,6.5,11.7
8,2019,5,9,17.1,22.6,13.2,2.6
9,2019,5,10,20.1,27.5,12.4,11.1
10,2019,5,11,22.0,30.5,14.5,12.3
11,2019,5,12,21.7,30.4,14.4,11.3
12,2019,5,13,22.2,30.3,15.5,12.5
13,2019,5,14,20.3,24.2,17.6,0.9
14,2019,5,15,20.8,26.1,17.1,7.1
15,2019,5,16,22.0,27.3,16.8,8.0
16,2019,5,17,22.4,28.4,17.0,9.4
17,2019,5,18,20.7,23.3,18.9,1.0
18,2019,5,19,21.6,24.8,18.7,2.3
19,2019,5,20,21.1,24.9,19.5,0.2
20,2019,5,21,20.4,26.2,15.8,7.7
21,2019,5,22,20.1,28.6,12.4,12.7
22,2019,5,23,22.3,30.2,13.8,13.0
23,2019,5,24,24.1,32.2,16.2,13.3
24,2019,5,25,26.1,34.2,17.2,12.7
25,2019,5,26,26.6,33.5,20.3,10.5
26,2019,5,27,25.8,33.2,20.5,7.3
27,2019,5,28,20.3,23.7,17.5,0.0
28,2019,5,29,19.4,24.8,14.8,6.7
29,2019,5,30,21.4,29.3,12.4,12.6
30,2019,5,31,21.0,24.5,18.7,0.0
0,2019,6,1,22.7,28.4,17.1,11.9
1,2019,6,2,21.5,24.1,17.9,0.0
2,2019,6,3,24.8,30.9,20.2,6.9
3,2019,6,4,24.8,30.9,20.4,4.6
4,2019,6,5,26.0,31.7,22.5,4.1
5,2019,6,6,26.2,31.5,21.1,9.8
6,2019,6,7,21.3,24.1,19.1,0.0
7,2019,6,8,21.3,25.3,18.7,0.6
8,2019,6,9,21.5,26.4,17.2,4.8
9,2019,6,10,21.1,24.5,19.2,0.9
10,2019,6,11,21.3,26.5,17.9,2.6
11,2019,6,12,21.8,27.0,18.4,7.0
12,2019,6,13,23.8,30.8,17.0,11.4
13,2019,6,14,22.6,26.0,19.8,0.2
14,2019,6,15,20.4,23.7,18.0,0.1
15,2019,6,16,20.3,24.1,17.3,2.8
16,2019,6,17,21.4,27.0,17.2,10.2
17,2019,6,18,22.8,28.0,16.9,8.8
18,2019,6,19,24.5,30.5,18.8,8.6
19,2019,6,20,26.2,33.2,20.7,10.1
20,2019,6,21,24.6,33.0,20.9,5.9
21,2019,6,22,24.8,31.3,21.2,7.5
22,2019,6,23,22.9,26.3,19.4,1.5
23,2019,6,24,23.6,30.5,19.4,5.8
24,2019,6,25,24.8,32.1,18.2,13.3
25,2019,6,26,26.0,31.7,20.7,6.4
26,2019,6,27,25.1,27.3,23.8,0.2
27,2019,6,28,27.1,32.5,23.2,3.6
28,2019,6,29,27.0,31.6,23.9,0.7
29,2019,6,30,25.8,28.4,24.0,0.0
0,2019,7,1,24.9,28.5,22.5,0.3
1,2019,7,2,25.0,27.9,22.7,0.0
2,2019,7,3,25.0,27.7,23.2,0.0
3,2019,7,4,26.0,30.7,23.0,5.3
4,2019,7,5,24.1,27.7,21.2,0.4
5,2019,7,6,24.2,28.1,21.5,1.4
6,2019,7,7,25.8,30.4,22.8,4.5
7,2019,7,8,25.9,31.6,20.7,5.8
8,2019,7,9,24.6,26.7,23.5,0.1
9,2019,7,10,25.7,29.4,23.0,3.4
10,2019,7,11,22.3,24.4,20.4,0.0
11,2019,7,12,24.7,31.2,20.8,2.5
12,2019,7,13,23.5,27.1,21.0,0.0
13,2019,7,14,23.1,26.9,20.9,0.1
14,2019,7,15,24.6,27.5,22.0,1.3
15,2019,7,16,25.7,32.2,20.8,5.2
16,2019,7,17,28.2,33.8,24.3,7.6
17,2019,7,18,26.1,30.4,23.5,0.0
18,2019,7,19,24.9,27.9,22.7,0.0
19,2019,7,20,26.4,29.0,23.5,0.0
20,2019,7,21,28.3,32.2,24.4,0.3
21,2019,7,22,26.1,29.5,24.5,0.0
22,2019,7,23,27.1,34.0,24.1,3.0
23,2019,7,24,28.1,35.5,24.1,6.9
24,2019,7,25,28.7,35.6,25.2,5.1
25,2019,7,26,29.1,34.7,25.2,8.7
26,2019,7,27,26.8,30.5,25.1,0.3
27,2019,7,28,29.1,34.7,24.4,5.6
28,2019,7,29,30.7,36.5,25.8,7.2
29,2019,7,30,31.4,36.8,27.6,8.5
30,2019,7,31,31.3,36.6,27.9,6.0
0,2019,8,1,30.9,35.4,26.7,8.3
1,2019,8,2,31.9,37.9,27.2,9.2
2,2019,8,3,31.8,38.2,27.9,8.2
3,2019,8,4,31.7,37.5,27.1,12.5
4,2019,8,5,31.3,36.8,27.9,11.1
5,2019,8,6,31.1,34.6,28.5,2.7
6,2019,8,7,31.0,36.5,27.8,7.9
7,2019,8,8,31.6,38.0,27.0,11.3
8,2019,8,9,31.4,38.2,26.5,10.3
9,2019,8,10,31.8,38.6,26.5,10.1
10,2019,8,11,31.8,37.7,27.3,10.2
11,2019,8,12,31.4,35.7,28.4,7.8
12,2019,8,13,31.7,36.1,28.9,6.9
13,2019,8,14,30.2,34.3,28.1,2.9
14,2019,8,15,29.5,33.5,26.1,1.0
15,2019,8,16,29.5,34.6,26.0,6.1
16,2019,8,17,30.8,35.7,27.1,9.1
17,2019,8,18,30.5,36.7,25.9,8.0
18,2019,8,19,28.4,33.6,24.9,2.0
19,2019,8,20,27.7,31.5,24.8,0.9
20,2019,8,21,29.9,35.4,26.5,4.7
21,2019,8,22,29.7,34.6,26.4,2.2
22,2019,8,23,25.1,27.6,23.0,0.0
23,2019,8,24,26.5,31.8,22.9,4.7
24,2019,8,25,26.5,32.4,23.4,7.1
25,2019,8,26,26.5,32.8,21.2,10.1
26,2019,8,27,24.4,28.2,22.0,0.0
27,2019,8,28,25.2,27.7,23.3,0.0
28,2019,8,29,27.4,32.8,23.5,2.3
29,2019,8,30,25.8,28.4,22.6,0.1
30,2019,8,31,25.1,31.0,22.1,4.2
0,2019,9,1,25.6,29.1,22.7,0.4
1,2019,9,2,27.6,32.8,23.4,4.1
2,2019,9,3,28.9,35.1,24.6,6.9
3,2019,9,4,27.4,34.4,23.6,3.7
4,2019,9,5,27.9,31.9,24.6,3.2
5,2019,9,6,29.5,34.5,26.1,6.6
6,2019,9,7,29.3,34.1,26.2,8.1
7,2019,9,8,30.7,35.7,27.2,9.0
8,2019,9,9,31.0,36.9,26.3,11.0
9,2019,9,10,29.7,36.2,26.6,6.5
10,2019,9,11,27.1,33.8,24.9,3.8
11,2019,9,12,25.5,29.5,22.9,6.9
12,2019,9,13,24.0,26.6,21.2,0.3
13,2019,9,14,26.8,32.0,22.4,9.1
14,2019,9,15,27.3,33.1,22.7,9.8
15,2019,9,16,26.7,30.7,23.8,6.5
16,2019,9,17,26.2,31.6,22.7,11.3
17,2019,9,18,25.2,29.8,22.0,4.2
18,2019,9,19,22.6,26.3,18.3,10.1
19,2019,9,20,20.9,28.5,15.9,6.3
20,2019,9,21,20.5,23.2,17.3,0.0
21,2019,9,22,24.5,26.4,22.9,0.6
22,2019,9,23,26.2,30.7,22.7,3.4
23,2019,9,24,23.0,26.6,21.2,1.2
24,2019,9,25,23.0,29.3,18.4,10.3
25,2019,9,26,24.5,30.0,18.6,6.3
26,2019,9,27,26.0,28.9,24.1,0.8
27,2019,9,28,26.0,29.2,24.1,0.8
28,2019,9,29,26.7,32.3,23.1,6.1
29,2019,9,30,26.9,32.3,23.2,4.6
0,2019,1,1,26.6,33.6,22.7,9.1
1,2019,1,2,25.7,29.3,23.2,0.7
2,2019,1,3,25.1,30.0,22.6,2.0
3,2019,1,4,23.8,28.3,20.5,5.2
4,2019,1,5,22.4,27.0,19.9,5.4
5,2019,1,6,21.4,25.8,17.6,5.7
6,2019,1,7,21.4,27.1,15.8,9.7
7,2019,1,8,21.1,22.9,18.0,0.0
8,2019,1,9,18.9,24.1,14.8,10.9
9,2019,1,10,21.4,27.0,14.6,5.9
10,2019,1,11,24.4,28.7,20.1,0.0
11,2019,1,12,22.0,23.9,19.0,0.0
12,2019,1,13,18.7,20.9,16.6,1.7
13,2019,1,14,18.5,20.2,16.3,0.1
14,2019,1,15,17.2,21.8,13.3,5.5
15,2019,1,16,15.8,22.7,11.1,10.3
16,2019,1,17,17.6,22.8,12.2,1.5
17,2019,1,18,19.4,21.7,17.8,0.0
18,2019,1,19,20.6,23.2,18.3,0.1
19,2019,1,20,20.0,24.7,16.8,4.6
20,2019,1,21,18.7,22.1,15.8,0.0
21,2019,1,22,19.8,24.8,16.5,3.5
22,2019,1,23,19.4,25.1,14.8,6.4
23,2019,1,24,18.7,21.0,17.0,0.0
24,2019,1,25,17.7,19.7,16.1,0.0
25,2019,1,26,18.6,22.7,15.7,2.2
26,2019,1,27,18.1,24.2,15.1,6.5
27,2019,1,28,17.3,23.2,12.9,9.5
28,2019,1,29,15.9,17.9,14.3,0.3
29,2019,1,30,16.5,22.3,13.1,6.2
30,2019,1,31,16.4,22.6,12.4,8.5
0,2019,1,1,16.8,23.4,11.2,9.2
1,2019,1,2,15.4,21.0,10.9,10.1
2,2019,1,3,15.4,19.5,11.0,3.9
3,2019,1,4,14.4,18.2,11.1,7.5
4,2019,1,5,13.4,19.6,9.5,9.7
5,2019,1,6,13.4,20.2,7.4,10.1
6,2019,1,7,14.4,20.6,8.7,6.2
7,2019,1,8,14.1,18.4,9.9,9.8
